User,Location,Text
PopayanCO,"Popayán, Cauca, Colombia","#Cacerolazo en el barrio Bello Horizonte de Popayán
#ParoNacional29A
#PopayánViveElParoNacional https://t.co/U19UAqbWvs"
btsclo,,"Mañana el paro CONTINUA y CONTINUARA hasta que dejen de vernos la cara los PENDEJOS que nos gobiernan.

Y que se gr… https://t.co/hSu3nGP8Q7"
Edss07,Colombia,Esto no puede quedar impune este gobierno y su gente solo traen sangre con dolor #ParoNacional29A… https://t.co/odDSSPPtsg
hayquejoderseno,"Bogotá, D.C., Colombia",Se hace necesario un nuevo orden social. Uno donde la prioridad sea poner presos a los jueces de esta república que… https://t.co/PyEGbhMN7s
Andresme_19,"Med., Colombia (narcoestado).","Esto ya debería ser un escándalo, pero los medios prepago nunca van cifras como estas, y mucho menos a insistir en… https://t.co/47sf8y9fKc"
EllenArqui,,"Dentro de minutos estaremos twitteando:
#ParoNacional30A esto no se acaba hasta que tumben la reforma. 

DUQUE Y SU… https://t.co/gSpcLBm8wR"
PopayanCO,"Popayán, Cauca, Colombia","#Cacerolazo en el barrio Ciudad Jardín de Popayán
#ParoNacional29A
#PopayánViveElParoNacional https://t.co/qpbFYJ8rd7"
tofista,colombia,"#ParoNacional29A 
#NoALaReformaTributaria 
#P010deEspaldasALaSalud 
#NoALaReformaALaSalud 
 En un país donde las pe… https://t.co/J72BLw8gzv"
Lufernanda05,"Bogotá, D.C., Colombia","Me gusta definitivamente lo que realmente muestra @dw_espanol 
#ParoNacional29A #ParoNacional30A… https://t.co/AjSvicA0XM"
elprofesaur,,"!DUQUE Y SU REFORMA VAN A CAER!
#ParoNacional29A"
ElParcheCritico,Colombia,#ParoNacional29A | #ParoNacionalIndefinido | #Cali⚠️ | En este momento el Ejército está disparando en contra de los… https://t.co/1oazqTvmvC
AnonNews_Col,United Kingdom ,"#ParoNacional29A 🇨🇴🏴: En popayan, Uniformados de la policia nacional, se llevan de forma arbitraria a varios manife… https://t.co/UVyFa9fIJV"
PopayanCO,"Popayán, Cauca, Colombia","#Cacerolazo en el barrio La Arboleda de Popayán
#ParoNacional29A
#PopayánViveElParoNacional https://t.co/6crECkQl2L"
lucho_t03,"El Cerrito, Colombia","El Cerrito Valle en pide de lucha y mañana nuevamente a las calles... ✊🏽🇨🇴

#29Abril #ParoNacional30A… https://t.co/g5v3pgIfIG"
Cesarasl95,"Florencia, Colombia","Registro...
 Florencia caquetá 29A 2021, resistencia #ParoNacional29A #Florencia #caquetá #NoALaReformaTributaria… https://t.co/ZsJtLG9gUk"
bubulina06,Pasto Colombia,"#ParoNacional29A empezaron a militarizar la ciudad.
#SOSPasto
#29Abril #ReformaTributaria https://t.co/aJ1IMEs3OA"
guillezarco,Bogotá ,Que valientes @PGN_COL @JMVivancoHRW @hrw_espanol @MisionONUCol @ONU_es @CIDH @mbachelet #ParoNacional29A… https://t.co/g5tBvauWqh
nicolas_vj,"Cali, Colombia","Así como Pinochet en Chile 🇨🇱 ? 

La lógica dictadorzuela que hoy reprime en las calles @FernanMartinez… https://t.co/jwaIm1RWId"
PopayanCO,"Popayán, Cauca, Colombia","#Cacerolazo en el barrio Camilo Torres de Popayán
#ParoNacional29A
#PopayánViveElParoNacional https://t.co/gz6f1ypJXo"
rycardopaez,,"#ParoNacional29A @mlm_red
Quien entiende la escencia del Estado, como aparato de dominación de una clase sobre otra… https://t.co/CSfpvB9WGJ"
Jdmarin28,,SIN PALABRAS. COMO ME DUELES COLOMBIA. Fuerzas armadas atacando a el pueblo y dirigentes que no velan por los Derec… https://t.co/Lo1AW8Kn1V
iospicam,Emiratos Árabes,"La lluvia no es un impedimento, PRADERA VALLE TIENE RESITENCIA CARAJO. #29A #ParoNacional29A https://t.co/tyvTVWiaNk"
HAMERBALL,BOGOTA - COLOMBIA,"@Cantantedelgol un hijuepueta más que habla por hablar y desconoce la lucha social de @Residente
La desigualdad no… https://t.co/gNl7IP0bQm"
critikconstruc,Colombia,"Señores que no se les note la MERMELADA y al menos ganense el sueldo honradamente. Y Duque renuncie, si? Hágale ese… https://t.co/J09OgsRwe9"
guillezarco,Bogotá ,Ojalá de esto si se enteré el comandante  de Bogotá @PoliciaBogota que mañana no valla a salir en radio a hacerse l… https://t.co/c3bYidh95B
PopayanCO,"Popayán, Cauca, Colombia","#Cacerolazo en el barrio Pomona de Popayán
#ParoNacional29A
#PopayánViveElParoNacional https://t.co/E62xQU5FLj"
DanielitoRw,"Bogotá, D.C., Colombia",Con confianza :)! #ParoNacional30A #ParoNacional29A #DUQUEYSUREFORMAVANACAER #Colombia #29Abril 💛💙❤️🙂. https://t.co/dhsqG1ci7N
georgemoyam,Bogota - Colombia,"fracaso la tendencia #TwitterSuspendaCuentaPetro ""Epa Colombia"" les soplo los mocos a los Urribistas en tendencias… https://t.co/ipd81vihgP"
NikolG38090495,,"LA POLICÍA Y EL SMAD ESTA ABUSANDO DE LOS DERECHOS HUMANOS CERDOS.

#ParoNacional29A"
Certero331,,"#paroNACIonal29a: ¿Duque y su reforma van a caer? ¿Cómo se financiará esto?: ""POSCONFLICTO COSTARÍA $208 BILLONES"":… https://t.co/tKhalrMd9o"
PopayanCO,"Popayán, Cauca, Colombia","#Cacerolazo en el barrio San Eduardo de Popayán
#ParoNacional29A
#PopayánViveElParoNacional https://t.co/Mfn0yBWtpf"
DiegoA3110,,"#ParoNacional29A

¿Cómo es para tumbar la estatua del primer saqueador y genocida que tuvo este continente? 

Crist… https://t.co/kCqJEPR5E5"
oneycamilo,COLOMBIA,"¿ #Cali Uribestia ? 

#NoALaReformaUribista #CaliSeLevantaPorLaVida #ParoNacional #ParoNacionalIndefinido… https://t.co/hzZYgY51St"
Carolina__rt,,"DUQUE Y SU REFORMA VAN A CAER!! 

#DuqueRenuncie
#Paro30A
#NoALaReformaTributaria 
#ParoNacional29A… https://t.co/qro4MLJGDU"
AxelRolon,"Moscú, Rusia","Este tema musical es de la banda chilena @tronicfromchile, describe mucho a los medios de comunicación de #Colombia… https://t.co/O6Z4Kn5jeD"
LuisMor77821936,"Cali, Colombia","#ParoNacional29A 
Ya es hora para que llegue el siguiente día
#ParoNacional30A"
DuvianMunoz,,"Que tal la hp de VALENTINA PATARROYO 
😡😡😡😡😡😡

Ella Dice  que 

“Le parece una estupidez salir a marchar”, ❗

Hagamo… https://t.co/2fgbOWamMj"
Empanadaenparo,Tukora,"⚠️⚠️ SI TIENEN AMIGOS, FAMILIARES O CONOCIDOS DESAPARECIDOS, COLOQUEN TODA LA INFORMACION QUE TENGAN SOBRE ELLOS EN… https://t.co/wdCtxjZ4AZ"
srnestorteto,"Ibagué, Colombia","Nos creen ignorantes por haberlos elegidos, pero no saben lo que les espera, por qué hasta el más ignorante se cans… https://t.co/JI54Q0z4YP"
Miguelcetina01,Bogota D.C,"120mil tweets sobre 6900 
Colombia deperto! #ParoNacional29A https://t.co/MkVgL3VdXA"
MariaFe80323419,"Bogotá, D.C., Colombia","Parce q gran diferencia!
Como los mal llamados medios d comunicación de 🇨🇴 desvirtuan las protestas y como visibili… https://t.co/otrJAsXgwX"
Certero331,,"#paroNACIonal29a: ¿Duque y su reforma van a caer? ¿Cómo se financiará esto?: ""POSCONFLICTO COSTARÍA $208 BILLONES"":… https://t.co/iY2uF7D6MD"
PopayanCO,"Popayán, Cauca, Colombia","#Cacerolazo en el barrio La Paz de Popayán
#ParoNacional29A
#PopayánViveElParoNacional https://t.co/hfGnnv3T3E"
ortofobica_,"Pereira, Colombia","Parcerx dígale #NoALaReformaTributaria dígale #NoALaReformaUribista apoye el #ParoNacional29A 
Parce así es como ac… https://t.co/gJpk7D8du5"
NikolG38090495,,"GENTE NO CREAN LO QUE DICEN LAS NOTICIAS, QUE HIPOCRESÍA LA QUE MANEJA ESTE PAÍS

#ParoNacional29A"
GusravoBobis,,"eDUQUE al niño en la casa, para que no se lo eDUQUEn en la calle..
#PetroPromueveVandalismo 
#ParoNacional29A 
“Duq… https://t.co/EoELflrBlO"
DiegoA3110,,"#ParoNacional29A

Facatativá en Pie de lucha, damas y caballeros! https://t.co/V5Mah4Y0TR"
rycardopaez,,"#ParoNacional29A @mlm_red @cutcolombia #NoALaReformaTributaria
""Se destaca especialmente el papel del proletariado… https://t.co/8OGeIG9cCu"
DanielitoRw,"Bogotá, D.C., Colombia",Se dan cuenta 🙂💛💙❤️!. #ParoNacional30A #ParoNacional29A #DUQUEYSUREFORMAVANACAER 👏🏻. https://t.co/OdMncmzP5C
Calcifer9601,"Pasto, Colombia","Ellos o nosotros, es lo que nos toca decidir, Quema sucursales, a ver si así dejan de reír

¡Sal!, ¡Sal a combatir!… https://t.co/YmuSHlnZ39"
Lights_YF,,La gente de Bogotá no vayan a el centro o al sur váyanse al norte que es donde están los de la plata… https://t.co/ZMOoIZhODu
ElParcheCritico,Colombia,#ParoNacional29A | #ParoNacionalIndefinido | A esta hora una ambulancia atiende a las familias afectadas por gases… https://t.co/6qYCeFNJnK
asuarezac,"Bogotá, D.C., Colombia",#ParoNacional29A #ReformaDelHambre #PoliciaAsesina Que los medios de comunicación cubran las agresiones y excesos d… https://t.co/XlB7VTaGCu
xLeJiTx,Popayàn,"El país vuelto mierdaaaaa y usted invitándome a Moteliar... Yo acepto... Pero reflexiones Parce, reflexione #ParoNacional29A"
Calcifer9601,"Pasto, Colombia",una madre llora en un rincón pues se convirtió en un puente su salón desahuciaron su sonrisa embargando sus mañanas… https://t.co/gbE1A2Gjy1
NikolG38090495,,"LA POLICÍA NACIONAL NUNCA PROTEGE NADA, HAY FOTOS Y VIDEOS DONDE MATAN Y LASTIMAN PERSONAS. 

LA POLICÍA NACIONAL N… https://t.co/0IsSdMF61t"
Sick_Daniela,Colombia ,HIJUEPUTAAAAAAS #ACAB #EsmadAsesino #PoliciaAsesina #ParoNacional29A #ParoNacionalIndefinido #ElParoNoLoParaNadie https://t.co/9vfBwO7mWr
Panaberto5,,"#ParoNacional29A #NoALaReformaTributaria
No soy de Colombia, pero creo que todos podemos ayudar https://t.co/mwBYZfN1uc"
rycardopaez,,"#ParoNacional29A @mlm_red #VandalismoEs #ParoNacionalIndefinido 
A las once de la mañana los burócratas de la CUT,… https://t.co/7KTlMJAmfX"
DONDELASALSA,Colombia,"Ole y qué dicen nuestros queridos y famosos artistas @JBALVIN @maluma @shakira ,@SilvestreFDC @carlosvives  etc, Na… https://t.co/1KwGH6L3pR"
miguelitio_l,"Bogotá, D.C., Colombia",Porque las demas ciudades si luchan sin miedo y nosotros los Bogotanos No  #ParoNacional29A
Sergiomundo1,,#ParoNacional29A No a la  persuasión coercitiva de Uribe y el Petro. No vivamos en la ignorancia que buscan actos d… https://t.co/149Wk4xnad
GaboPadilla8,,"#Colombia #Cacerolazo en el barrio Comuneros de Popayán
#ParoNacional29A
#PopayánViveElParoNacional https://t.co/blfl0nvLLP"
AltoYuma1,,Sucedió en #Medellin hoy #29A @QuinteroCalle #ParoNacional29A #Paro29A #ParoNacionalIndefinido #ParoAsesino https://t.co/kwqjaFBfTC
PopayanCO,"Popayán, Cauca, Colombia","#Cacerolazo en el barrio San Eduardo de Popayán
#ParoNacional29A
#PopayánViveElParoNacional https://t.co/0h4OMtWoaw"
Yessmorenor_,,"Vamos a romper un florero, para reiniciar nuestro país. La historia no da espera: DUQUE Y SU REFORMA VAN A CAER… https://t.co/ka7bJBfvmo"
red_muse_,"Bogotá, D.C., Colombia","No van a silenciar más al pueblo!!!
#mocoa
#ParoNacional29A 
#Paro29A https://t.co/CTA7QuKVVH"
CastroDayana94,,Que el mundo sepa por culpa de quién se hunde este barco ! #ParoNacional29A https://t.co/iyiKdM1K97
pablo0138,,"#ParoNacional29A 

El baile de los que sobran 😀😀😀😀😀"
NikolG38090495,,"LA POLICIA NACIONAL ES UN ASCO! 🤮 

#ParoNacional29A"
MisterEscarlata,América de Cali,@JBALVIN #ParoNacional29A #Paro29A #ParoNacionalIndefinido #ParoIndefinido a todos los que seguimos en pie de lucha… https://t.co/w25787eiZr
miguelitio_l,"Bogotá, D.C., Colombia","“¿protestas como un ciudadano o callas como un súbdito?”
NACH
#ParoNacional29A"
camilakardona09,Colombia,"La gente de Bogotá, no se desgaste llenado al centro, vayan donde hay gente poderosa, con plata, los del sur al sur… https://t.co/CaOvKoChu9"
paulmacarny,"Ibagué, Colombia","#ParoNacional29A y Mañana también colombia no se rinde 
#ParoNacional30A 
#30A https://t.co/Hn9NAR8vZJ"
Cortes100Victor,Tumaco- Popayán ,"LOS COLOMBIANOS EN ESTE MOMENTO.😡
#NoALaReformaTributaria #ParoNacional29A #Colombia https://t.co/cXD640n8Ad"
Sick_Daniela,Colombia ,La frustración en el ¿Por qué están haciendo esto? #ElParoNoLoParaNadie #ElParoContinua29A #ParoNacional29A… https://t.co/U4ugw29G4M
yes_puerta,,Los jefes que están despidiendo a sus empleados o los amenazan con perder el puesto porque apoyan las manifestacion… https://t.co/DvoATEQPAB
PopayanCO,"Popayán, Cauca, Colombia","#Cacerolazo en el barrio San Eduardo de Popayán
#ParoNacional29A
#PopayánViveElParoNacional https://t.co/zab2qEqBXl"
Shelsydabril,"San Gil, Colombia","todo ésto sólo causa ira e impotencia, atacandonos sólo consiguen que el pueblo se siga levantando.
seguimos firmes… https://t.co/KBTmPcMsFH"
JuanaSalsaNaMa,"Bogotá, D.C., Colombia","Que estarán esperando para bloquear la entrada al aeropuerto, la entrada a los peajes ? ... #ParoNacional29A #ParoNacionalIndefinido"
Paongel17,,Santiago Rivera no aparece luego de ser señalado por un policía que pronunció su nombre. Por favor difundir… https://t.co/e8IMZcakUu
jhoan_78_,"Cali, Colombia","¿Qué tipo de sordera es esa que entra más duro habla un pueblo, menos lo oye si presidente ?… https://t.co/0ioLa9ee8u"
ositoisthinking,Sweden,"Que continúe esa mierda, hay que comer lechona  #ParoNacional29A"
samuelson76,Schweiz,@CNA_Colombia @Asonalca_ @asocamtice @CiscaCatatumbo @CIMA_DDHH @LosRios20 @C_Pueblos @via_campesinaSP… https://t.co/AaBjIa7HNq
Bryan_Kmpo,Colombia,"Resumen: ¿Otro caso #DilanCruz o será que el señor Sergio Lancheros en vez de marchar en paz, cayó en medio del cao… https://t.co/zjOYgdbxdU"
SernaJakelin,"Bello, Colombia","No a la reforma tributaria SI AL PARO, no a la violencia ni a los actos de vandalismo✊🏼🇨🇴#NoALaReformaTributaria… https://t.co/5hOfaEdiU9"
Alejand83500241,,"Lindo Popayán de mi alma 🇨🇴😭😍
#ParoNacional29A 
#ColombiaPuedesTodo 
#DUQUEYSUREFORMAVANACAER https://t.co/0BFCkfOp4n"
nellyariascast1,"Valle del Cauca, Colombia",Le han llamado “El Detective De Los Baldíos”.  Ahora le dicen “El Pedagogo de Las Calles”.  #ParoNacional29A… https://t.co/eTglL62epa
PopayanCO,"Popayán, Cauca, Colombia","#Cacerolazo en el barrio Los Sauces de Popayán
#ParoNacional29A
#PopayánViveElParoNacional https://t.co/rtlnBaGW3r"
demongothicc,she/he/ve/vamp,DICELO CONEJO #ParoNacional29A #Paro29A  #NoALaReformaTributaria https://t.co/8KxJQx0gIa
srnestorteto,"Ibagué, Colombia","¿Dónde están eso que ayer quería incendiar el Twitter?
#ElParoNoLoParaNadie #ElParoContinua29A #NoALaReformaTributaria #ParoNacional29A"
Apstatadeapost1,,"@zarida_1111 Desde Murillo, Tolima también estamos en paro #ElParoNoLoParaNadie #ParoNacional29A https://t.co/egsqMkhko4"
CastroDayana94,,"No hablemos mierda, que el parche se calienta es cuando la poli entra #ParoNacional29A"
Sergiomundo1,,#ParoNacional29A no usen a Cali y Pasto como el  florero de llorente. El motivo es la reforma tributaria. No acaben… https://t.co/kRjsYLdIJY
PopayanCO,"Popayán, Cauca, Colombia","#Cacerolazo en los barrios Camilo Torres y Junín de Popayán
#ParoNacional29A
#PopayánViveElParoNacional https://t.co/l2CrHuWRau"
paulmacarny,"Ibagué, Colombia","Ese tal paro nacional si existe #ContinuaElParo
#ParoNacional29A 
#ParoNacional30A 
#ColombiaResistencia"
kdmarin_al,"Santander, Colombia","Colombiano violenta a colombiano

#PoliciaAsesina #PoliciaCriminal #policianomemate #ParoNacional29A #Paro29A

Pare… https://t.co/6AEit5Sxnn"
nounred,,@juanelo_89 @ajplusespanol Y hace unas horas cancelaron la jornada de vacunación de Cali como 'castigo' por salir a… https://t.co/zF9z7gaddm
PopayanCO,"Popayán, Cauca, Colombia","#Cacerolazo en el barrio Comuneros de Popayán
#ParoNacional29A
#PopayánViveElParoNacional https://t.co/8F0QZd8oGV"
JUANCAELBROKY,Colombia,"ESMAD incendia carro de ciudadano con una aturdidora, en Avenida Villavicencio con Cali, aunque el conductor salió… https://t.co/CQPTMiQaZD"
miguelitio_l,"Bogotá, D.C., Colombia",La bandera de Colombia deberia tener la parte roja mas grande por tanta sangre que se ha derramado por reclamar alg… https://t.co/1qm0Axp2Hj
TaehyungLove99,💜 Lo lograste Army  100M 💜,"Seguimos y no paramos 

#ParoNacional29A 
#Paro29A 
#ParoNacionalIndefinido https://t.co/Ix1KfBjnHd"
PopayanCO,"Popayán, Cauca, Colombia","#Cacerolazo en el barrio Camilo Torres de Popayán
#ParoNacional29A
#PopayánViveElParoNacional https://t.co/50O5Pcf0mI"
DanielCOrjuelaP,Bogota,"Que lo sepa el🌎entero, que nos quieren imponer más impuestos, más pobreza, más desigualdad y sobre todo, no soltar… https://t.co/hiaQTvLZCy"
karend_warrior,,"SI NO HAY PAN, NO HAY PAZ. 
SI NO HAY PAZ, NO HAY DEMOCRACIA.
SI NO HAY DEMOCRACIA, EL PUEBLO PARA.
SI EL PUEBLO PA… https://t.co/wmA6FziIIv"
Empanadaenparo,Tukora,"⚠️⚠️⚠️ DIFUNDIR SANTIAGO RIVERA Y VICTOR SE LOS LLEVARON ⚠️⚠️⚠️

ESTO PASÓ EN SAN ANTONIO DE PRADO MEDELLÍN… https://t.co/fWMY5spPPU"
LaConstwitt,,"@ElParcheCritico Así está en este momento.
#ParoNacional29A https://t.co/9zTw4PU2Dt"
PopayanCO,"Popayán, Cauca, Colombia","#Cacerolazo en el barrio Comuneros de Popayán
#ParoNacional29A
#PopayánViveElParoNacional https://t.co/Q7ZwGSn18W"
CastroDayana94,,"Menos mal quieren ""regular"" el uso de armas #ParoNacional29A https://t.co/4wUvNAm2ep"
CarrilloUPTC,,"Se les exige retirar la reforma tributaria y retiran es la vacunación, #ParoNacional29A"
Paongel17,,"Santiago Rivera no aparece y fue señalado por un policía, exigimos que aparezca.
https://t.co/69TuioRCWx
#ParoNacional29A"
rycardopaez,,"#ParoNacional29A @mlm_red #ParoNacionalIndefinido
Del Paro Nacional a la Huelga Politica de Masas contra el Estado.… https://t.co/2LXiuywpyA"
Jhonatan1__1,"Medellín, Colombia","No están persiguiendo al clan del golfo, ni a los caparros, ni mucho menos el cartel del Sinaloa. ¡ESTÁN PERSIGUIEN… https://t.co/Ezhyyy2Q5A"
12_grados,"Madrid, Spain","¡Buen viernes! Novedades de hoy en 5 titulares comparados en varios medios - sin cookies, sin anuncios, sin coste… https://t.co/sHpokotuJj"
Marovaan,Bogotá ,La represión del ESMAD en la calle 80 a la altura de la carrera 102. Los uniformados disparan de frente y no de for… https://t.co/JL5T2PyRLh
Venga_Pues,Colombia,"#ParoNacional29A Nos informan que Duque hace poco aterrizo en Cali, en la base Marco Fidel Suárez"
hayquejoderseno,"Bogotá, D.C., Colombia","Un individuo armando que no esté identificado, actúe por fuera de los parámetros del DH y DIH es un delincuente com… https://t.co/GJoVAAbbAe"
Julian_El_Salsa,Cali,"#chantaje es lo que hace el gobierno.
#ParoNacionalIndefinido #ParoIndefinido #ParoNacional29A #Paro29A 
No nos dej… https://t.co/DVBwyVDYXp"
miguelitio_l,"Bogotá, D.C., Colombia",Otro motivo mas para luchar #ParoNacional29A https://t.co/4jqSFnPsrT
Sergiomundo1,,@AlejaaandroL @donadolforivas Esto no lo publicará ni Luis Carlos Vélez ni Vicky Dávila y mucho menos Nestor Morales #ParoNacional29A
LuisJua60099728,,"@CatalinaSuarezB Los uniformados ni si quiera lo intentan, ellos MATAN  a las personas, les quitan los ojos, y gent… https://t.co/sNSbV286QX"
red_muse_,"Bogotá, D.C., Colombia","Esto debe ser viral!!!
En Mocoa, Putumayo la fuerza pública esta llevándose retenidos menores de edad, esta violand… https://t.co/8VdXVm67aF"
PopayanCO,"Popayán, Cauca, Colombia","#Cacerolazo en el barrio Bellavista de Popayán
#ParoNacional29A
#PopayánViveElParoNacional https://t.co/v1Vzja6XKF"
Johnpostea,"Bogotá, D.C., Colombia",Por favor no bloqueemos Transmilenio :c #ParoNacional29A #NoALaReformaTributaria
rutcaerdenast,,"¡No a la reforma tributaria, sí a una reforma social!
#NoALaReformaUribista
#MiProtestaEs
#ReformaTributaria2021 DU… https://t.co/Gi8QZVFomJ"
collante_felipe,"Bogotá, D.C., Colombia","Abajo la #ReformaTributaria #ReformaDelHambre.
#RenuncieCarrasquilla #RenuncieDuque.

Vivan ustedes hombres de bien… https://t.co/IsUtNbG3XZ"
